Ano de eleição;Cor/raça;Faixa etária;Gênero;Grau de instrução;Município;Cargo;UF;Região;Turno;Quantidade de candidatos;Quantidade de candidatos eleitos;Quantidade de candidatos para o 2º turno;Quantidade de candidatos não eleitos;Data de carga
2018;Amarela;21 a 24 anos;Feminino;Ensino Médio completo;CEARÁ;Deputado Estadual;CE;NORDESTE;1;1,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;Amarela;21 a 24 anos;Masculino;Superior incompleto;DISTRITO FEDERAL;Deputado Distrital;DF;CENTRO-OESTE;1;1,0;0,0;0,0;1,0;2023-05-14 11:01:32
2018;Amarela;21 a 24 anos;Masculino;Superior incompleto;SÃO PAULO;Deputado Federal;SP;SUDESTE;1;1,0;1,0;0,0;0,0;2023-05-14 11:01:32
2018;Amarela;25 a 29 anos;Feminino;Ensino Médio completo;MINAS GERAIS;Deputado Estadual;MG;SUDESTE;1;1,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;Amarela;25 a 29 anos;Feminino;Ensino Médio completo;MINAS GERAIS;Deputado Federal;MG;SUDESTE;1;1,0;0,0;0,0;1,0;2023-05-14 11:01:32
2018;Amarela;25 a 29 anos;Masculino;Superior completo;CEARÁ;Deputado Estadual;CE;NORDESTE;1;1,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;Amarela;30 a 34 anos;Feminino;Ensino Médio completo;MINAS GERAIS;Deputado Federal;MG;SUDESTE;1;1,0;0,0;0,0;1,0;2023-05-14 11:01:32
2018;Amarela;30 a 34 anos;Feminino;Ensino Médio incompleto;BAHIA;Deputado Estadual;BA;NORDESTE;1;1,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;Amarela;30 a 34 anos;Feminino;Superior completo;MINAS GERAIS;Deputado Estadual;MG;SUDESTE;1;1,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;Amarela;30 a 34 anos;Feminino;Superior completo;PARAÍBA;Deputado Estadual;PB;NORDESTE;1;1,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;Amarela;30 a 34 anos;Feminino;Superior completo;SÃO PAULO;Deputado Estadual;SP;SUDESTE;1;1,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;Amarela;30 a 34 anos;Masculino;Superior completo;MINAS GERAIS;Deputado Estadual;MG;SUDESTE;1;2,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;Amarela;30 a 34 anos;Masculino;Superior completo;RIO GRANDE DO SUL;Deputado Federal;RS;SUL;1;1,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;Amarela;30 a 34 anos;Masculino;Superior incompleto;GOIÁS;Deputado Estadual;GO;CENTRO-OESTE;1;1,0;0,0;0,0;1,0;2023-05-14 11:01:32
2018;Amarela;30 a 34 anos;Masculino;Superior incompleto;PERNAMBUCO;Deputado Estadual;PE;NORDESTE;1;1,0;0,0;0,0;1,0;2023-05-14 11:01:32
2018;Amarela;35 a 39 anos;Feminino;Ensino Médio completo;MATO GROSSO;Deputado Estadual;MT;CENTRO-OESTE;1;1,0;0,0;0,0;1,0;2023-05-14 11:01:32
2018;Amarela;35 a 39 anos;Feminino;Ensino Médio completo;MINAS GERAIS;Deputado Estadual;MG;SUDESTE;1;1,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;Amarela;35 a 39 anos;Feminino;Lê e escreve;MINAS GERAIS;Deputado Estadual;MG;SUDESTE;1;1,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;Amarela;35 a 39 anos;Feminino;Superior completo;DISTRITO FEDERAL;Deputado Distrital;DF;CENTRO-OESTE;1;1,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;Amarela;35 a 39 anos;Feminino;Superior completo;MATO GROSSO;2º Suplente;MT;CENTRO-OESTE;1;1,0;0,0;0,0;1,0;2023-05-14 11:01:32
2018;Amarela;35 a 39 anos;Feminino;Superior completo;MATO GROSSO;Deputado Federal;MT;CENTRO-OESTE;1;1,0;0,0;0,0;1,0;2023-05-14 11:01:32
2018;Amarela;35 a 39 anos;Feminino;Superior completo;SANTA CATARINA;Deputado Estadual;SC;SUL;1;1,0;0,0;0,0;1,0;2023-05-14 11:01:32
2018;Amarela;35 a 39 anos;Masculino;Ensino Médio completo;GOIÁS;Deputado Estadual;GO;CENTRO-OESTE;1;1,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;Amarela;35 a 39 anos;Masculino;Ensino Médio completo;MATO GROSSO;Deputado Estadual;MT;CENTRO-OESTE;1;1,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;Amarela;35 a 39 anos;Masculino;Ensino Médio completo;MINAS GERAIS;Deputado Estadual;MG;SUDESTE;1;2,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;Amarela;35 a 39 anos;Masculino;Ensino Médio completo;PIAUÍ;Deputado Federal;PI;NORDESTE;1;1,0;0,0;0,0;1,0;2023-05-14 11:01:32
2018;Amarela;35 a 39 anos;Masculino;Ensino Médio incompleto;MATO GROSSO;Deputado Estadual;MT;CENTRO-OESTE;1;1,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;Amarela;35 a 39 anos;Masculino;Superior completo;AMAPÁ;Deputado Estadual;AP;NORTE;1;1,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;Amarela;35 a 39 anos;Masculino;Superior completo;DISTRITO FEDERAL;Deputado Distrital;DF;CENTRO-OESTE;1;1,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;Amarela;35 a 39 anos;Masculino;Superior completo;GOIÁS;Deputado Estadual;GO;CENTRO-OESTE;1;1,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;Amarela;35 a 39 anos;Masculino;Superior completo;GOIÁS;Governador;GO;CENTRO-OESTE;1;1,0;0,0;0,0;1,0;2023-05-14 11:01:32
2018;Amarela;35 a 39 anos;Masculino;Superior completo;MINAS GERAIS;Deputado Estadual;MG;SUDESTE;1;2,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;Amarela;35 a 39 anos;Masculino;Superior completo;SERGIPE;Deputado Federal;SE;NORDESTE;1;1,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;Amarela;35 a 39 anos;Masculino;Superior completo;SÃO PAULO;Deputado Estadual;SP;SUDESTE;1;1,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;Amarela;35 a 39 anos;Masculino;Superior completo;SÃO PAULO;Deputado Federal;SP;SUDESTE;1;1,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;Amarela;35 a 39 anos;Masculino;Superior incompleto;GOIÁS;Deputado Estadual;GO;CENTRO-OESTE;1;1,0;0,0;0,0;1,0;2023-05-14 11:01:32
2018;Amarela;40 a 44 anos;Feminino;Ensino Fundamental incompleto;SERGIPE;1º Suplente;SE;NORDESTE;1;1,0;0,0;0,0;1,0;2023-05-14 11:01:32
2018;Amarela;40 a 44 anos;Feminino;Ensino Médio completo;CEARÁ;Deputado Federal;CE;NORDESTE;1;1,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;Amarela;40 a 44 anos;Feminino;Ensino Médio completo;MINAS GERAIS;Deputado Estadual;MG;SUDESTE;1;1,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;Amarela;40 a 44 anos;Feminino;Ensino Médio completo;MINAS GERAIS;Deputado Federal;MG;SUDESTE;1;2,0;0,0;0,0;2,0;2023-05-14 11:01:32
2018;Amarela;40 a 44 anos;Feminino;Ensino Médio completo;SÃO PAULO;Deputado Federal;SP;SUDESTE;1;1,0;0,0;0,0;1,0;2023-05-14 11:01:32
2018;Amarela;40 a 44 anos;Feminino;Ensino Médio incompleto;RIO DE JANEIRO;Deputado Federal;RJ;SUDESTE;1;1,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;Amarela;40 a 44 anos;Feminino;Superior completo;MATO GROSSO;Deputado Federal;MT;CENTRO-OESTE;1;1,0;0,0;0,0;1,0;2023-05-14 11:01:32
2018;Amarela;40 a 44 anos;Feminino;Superior completo;SERGIPE;Deputado Federal;SE;NORDESTE;1;1,0;0,0;0,0;1,0;2023-05-14 11:01:32
2018;Amarela;40 a 44 anos;Feminino;Superior incompleto;PARÁ;Deputado Estadual;PA;NORTE;1;1,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;Amarela;40 a 44 anos;Masculino;Ensino Fundamental incompleto;ACRE;Deputado Estadual;AC;NORTE;1;1,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;Amarela;40 a 44 anos;Masculino;Ensino Fundamental incompleto;SÃO PAULO;Deputado Estadual;SP;SUDESTE;1;1,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;Amarela;40 a 44 anos;Masculino;Ensino Médio completo;MINAS GERAIS;Deputado Estadual;MG;SUDESTE;1;1,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;Amarela;40 a 44 anos;Masculino;Superior completo;AMAZONAS;Deputado Federal;AM;NORTE;1;1,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;Amarela;40 a 44 anos;Masculino;Superior completo;DISTRITO FEDERAL;Deputado Distrital;DF;CENTRO-OESTE;1;1,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;Amarela;40 a 44 anos;Masculino;Superior completo;MINAS GERAIS;Deputado Estadual;MG;SUDESTE;1;2,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;Amarela;40 a 44 anos;Masculino;Superior completo;MINAS GERAIS;Deputado Federal;MG;SUDESTE;1;1,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;Amarela;40 a 44 anos;Masculino;Superior completo;PARAÍBA;2º Suplente;PB;NORDESTE;1;1,0;0,0;0,0;1,0;2023-05-14 11:01:32
2018;Amarela;40 a 44 anos;Masculino;Superior completo;RONDÔNIA;Deputado Federal;RO;NORTE;1;1,0;0,0;0,0;1,0;2023-05-14 11:01:32
2018;Amarela;40 a 44 anos;Masculino;Superior completo;SÃO PAULO;Deputado Estadual;SP;SUDESTE;1;1,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;Amarela;40 a 44 anos;Masculino;Superior completo;SÃO PAULO;Deputado Federal;SP;SUDESTE;1;1,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;Amarela;45 a 49 anos;Feminino;Ensino Médio completo;CEARÁ;Deputado Federal;CE;NORDESTE;1;1,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;Amarela;45 a 49 anos;Feminino;Ensino Médio completo;MINAS GERAIS;Deputado Estadual;MG;SUDESTE;1;7,0;0,0;0,0;2,0;2023-05-14 11:01:32
2018;Amarela;45 a 49 anos;Feminino;Ensino Médio completo;MINAS GERAIS;Deputado Federal;MG;SUDESTE;1;1,0;0,0;0,0;1,0;2023-05-14 11:01:32
2018;Amarela;45 a 49 anos;Feminino;Superior completo;DISTRITO FEDERAL;Deputado Distrital;DF;CENTRO-OESTE;1;1,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;Amarela;45 a 49 anos;Feminino;Superior completo;SÃO PAULO;Deputado Estadual;SP;SUDESTE;1;1,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;Amarela;45 a 49 anos;Feminino;Superior completo;SÃO PAULO;Deputado Federal;SP;SUDESTE;1;2,0;0,0;0,0;1,0;2023-05-14 11:01:32
2018;Amarela;45 a 49 anos;Feminino;Superior incompleto;MINAS GERAIS;Deputado Estadual;MG;SUDESTE;1;2,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;Amarela;45 a 49 anos;Feminino;Superior incompleto;RIO GRANDE DO SUL;Deputado Federal;RS;SUL;1;1,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;Amarela;45 a 49 anos;Masculino;Ensino Médio completo;MINAS GERAIS;Deputado Estadual;MG;SUDESTE;1;3,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;Amarela;45 a 49 anos;Masculino;Ensino Médio completo;MINAS GERAIS;Deputado Federal;MG;SUDESTE;1;2,0;0,0;0,0;2,0;2023-05-14 11:01:32
2018;Amarela;45 a 49 anos;Masculino;Ensino Médio completo;PERNAMBUCO;Deputado Estadual;PE;NORDESTE;1;1,0;0,0;0,0;1,0;2023-05-14 11:01:32
2018;Amarela;45 a 49 anos;Masculino;Ensino Médio completo;SÃO PAULO;Deputado Federal;SP;SUDESTE;1;1,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;Amarela;45 a 49 anos;Masculino;Superior completo;AMAZONAS;Deputado Estadual;AM;NORTE;1;1,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;Amarela;45 a 49 anos;Masculino;Superior completo;CEARÁ;Deputado Federal;CE;NORDESTE;1;1,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;Amarela;45 a 49 anos;Masculino;Superior completo;MINAS GERAIS;Deputado Estadual;MG;SUDESTE;1;1,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;Amarela;45 a 49 anos;Masculino;Superior completo;RORAIMA;Deputado Estadual;RR;NORTE;1;1,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;Amarela;45 a 49 anos;Masculino;Superior completo;SÃO PAULO;Deputado Estadual;SP;SUDESTE;1;3,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;Amarela;45 a 49 anos;Masculino;Superior completo;SÃO PAULO;Deputado Federal;SP;SUDESTE;1;2,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;Amarela;50 a 54 anos;Feminino;Ensino Fundamental completo;MINAS GERAIS;Deputado Federal;MG;SUDESTE;1;1,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;Amarela;50 a 54 anos;Feminino;Ensino Médio completo;AMAPÁ;Deputado Estadual;AP;NORTE;1;1,0;0,0;0,0;1,0;2023-05-14 11:01:32
2018;Amarela;50 a 54 anos;Feminino;Ensino Médio completo;MINAS GERAIS;Deputado Estadual;MG;SUDESTE;1;2,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;Amarela;50 a 54 anos;Feminino;Ensino Médio completo;MINAS GERAIS;Deputado Federal;MG;SUDESTE;1;2,0;0,0;0,0;2,0;2023-05-14 11:01:32
2018;Amarela;50 a 54 anos;Feminino;Ensino Médio completo;RIO DE JANEIRO;Deputado Federal;RJ;SUDESTE;1;1,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;Amarela;50 a 54 anos;Feminino;Superior completo;SÃO PAULO;Deputado Estadual;SP;SUDESTE;1;2,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;Amarela;50 a 54 anos;Masculino;Ensino Fundamental incompleto;MINAS GERAIS;Deputado Estadual;MG;SUDESTE;1;1,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;Amarela;50 a 54 anos;Masculino;Ensino Médio completo;AMAPÁ;Deputado Federal;AP;NORTE;1;1,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;Amarela;50 a 54 anos;Masculino;Ensino Médio completo;MINAS GERAIS;Deputado Estadual;MG;SUDESTE;1;9,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;Amarela;50 a 54 anos;Masculino;Ensino Médio completo;MINAS GERAIS;Deputado Federal;MG;SUDESTE;1;1,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;Amarela;50 a 54 anos;Masculino;Ensino Médio completo;PARANÁ;Deputado Federal;PR;SUL;1;1,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;Amarela;50 a 54 anos;Masculino;Ensino Médio incompleto;SÃO PAULO;Deputado Estadual;SP;SUDESTE;1;1,0;0,0;0,0;1,0;2023-05-14 11:01:32
2018;Amarela;50 a 54 anos;Masculino;Superior completo;ACRE;Senador;AC;NORTE;1;1,0;0,0;0,0;1,0;2023-05-14 11:01:32
2018;Amarela;50 a 54 anos;Masculino;Superior completo;AMAZONAS;Deputado Estadual;AM;NORTE;1;1,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;Amarela;50 a 54 anos;Masculino;Superior completo;GOIÁS;Deputado Estadual;GO;CENTRO-OESTE;1;1,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;Amarela;50 a 54 anos;Masculino;Superior completo;MINAS GERAIS;Deputado Estadual;MG;SUDESTE;1;2,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;Amarela;50 a 54 anos;Masculino;Superior completo;RIO GRANDE DO SUL;Deputado Federal;RS;SUL;1;1,0;0,0;0,0;1,0;2023-05-14 11:01:32
2018;Amarela;50 a 54 anos;Masculino;Superior completo;SÃO PAULO;Deputado Estadual;SP;SUDESTE;1;2,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;Amarela;50 a 54 anos;Masculino;Superior completo;SÃO PAULO;Deputado Federal;SP;SUDESTE;1;2,0;0,0;0,0;1,0;2023-05-14 11:01:32
2018;Amarela;55 a 59 anos;Feminino;Ensino Médio completo;MINAS GERAIS;Deputado Estadual;MG;SUDESTE;1;1,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;Amarela;55 a 59 anos;Feminino;Ensino Médio completo;MINAS GERAIS;Deputado Federal;MG;SUDESTE;1;1,0;0,0;0,0;1,0;2023-05-14 11:01:32
2018;Amarela;55 a 59 anos;Feminino;Ensino Médio completo;RIO DE JANEIRO;Deputado Estadual;RJ;SUDESTE;1;1,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;Amarela;55 a 59 anos;Feminino;Ensino Médio completo;SÃO PAULO;Deputado Estadual;SP;SUDESTE;1;1,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;Amarela;55 a 59 anos;Feminino;Superior completo;MINAS GERAIS;Deputado Federal;MG;SUDESTE;1;1,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;Amarela;55 a 59 anos;Feminino;Superior completo;SÃO PAULO;Deputado Federal;SP;SUDESTE;1;1,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;Amarela;55 a 59 anos;Masculino;Ensino Médio completo;PARANÁ;Deputado Federal;PR;SUL;1;1,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;Amarela;55 a 59 anos;Masculino;Superior completo;AMAZONAS;Deputado Estadual;AM;NORTE;1;1,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;Amarela;55 a 59 anos;Masculino;Superior completo;MINAS GERAIS;Deputado Estadual;MG;SUDESTE;1;1,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;Amarela;55 a 59 anos;Masculino;Superior completo;MINAS GERAIS;Deputado Federal;MG;SUDESTE;1;1,0;0,0;0,0;1,0;2023-05-14 11:01:32
2018;Amarela;55 a 59 anos;Masculino;Superior completo;SÃO PAULO;Deputado Estadual;SP;SUDESTE;1;3,0;0,0;0,0;1,0;2023-05-14 11:01:32
2018;Amarela;55 a 59 anos;Masculino;Superior completo;SÃO PAULO;Deputado Federal;SP;SUDESTE;1;3,0;0,0;0,0;1,0;2023-05-14 11:01:32
2018;Amarela;55 a 59 anos;Masculino;Superior incompleto;PARÁ;Deputado Estadual;PA;NORTE;1;1,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;Amarela;55 a 59 anos;Masculino;Superior incompleto;TOCANTINS;Governador;TO;NORTE;1;1,0;0,0;0,0;1,0;2023-05-14 11:01:32
2018;Amarela;60 a 64 anos;Feminino;Ensino Médio completo;BAHIA;Deputado Estadual;BA;NORDESTE;1;1,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;Amarela;60 a 64 anos;Feminino;Ensino Médio completo;DISTRITO FEDERAL;Deputado Federal;DF;CENTRO-OESTE;1;1,0;0,0;0,0;1,0;2023-05-14 11:01:32
2018;Amarela;60 a 64 anos;Feminino;Ensino Médio completo;MINAS GERAIS;Deputado Estadual;MG;SUDESTE;1;1,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;Amarela;60 a 64 anos;Feminino;Ensino Médio completo;MINAS GERAIS;Deputado Federal;MG;SUDESTE;1;1,0;0,0;0,0;1,0;2023-05-14 11:01:32
2018;Amarela;60 a 64 anos;Feminino;Superior completo;SÃO PAULO;Deputado Estadual;SP;SUDESTE;1;1,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;Amarela;60 a 64 anos;Masculino;Ensino Fundamental completo;BAHIA;Deputado Estadual;BA;NORDESTE;1;1,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;Amarela;60 a 64 anos;Masculino;Ensino Fundamental completo;MATO GROSSO;Deputado Estadual;MT;CENTRO-OESTE;1;1,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;Amarela;60 a 64 anos;Masculino;Ensino Médio completo;MINAS GERAIS;Deputado Estadual;MG;SUDESTE;1;1,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;Amarela;60 a 64 anos;Masculino;Ensino Médio incompleto;RONDÔNIA;Deputado Estadual;RO;NORTE;1;1,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;Amarela;60 a 64 anos;Masculino;Superior completo;BAHIA;Deputado Estadual;BA;NORDESTE;1;1,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;Amarela;60 a 64 anos;Masculino;Superior completo;SÃO PAULO;2º Suplente;SP;SUDESTE;1;1,0;0,0;0,0;1,0;2023-05-14 11:01:32
2018;Amarela;60 a 64 anos;Masculino;Superior completo;SÃO PAULO;Deputado Estadual;SP;SUDESTE;1;2,0;0,0;0,0;1,0;2023-05-14 11:01:32
2018;Amarela;60 a 64 anos;Masculino;Superior completo;SÃO PAULO;Deputado Federal;SP;SUDESTE;1;1,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;Amarela;65 a 69 anos;Feminino;Ensino Médio completo;MINAS GERAIS;Deputado Federal;MG;SUDESTE;1;1,0;0,0;0,0;1,0;2023-05-14 11:01:32
2018;Amarela;65 a 69 anos;Masculino;Ensino Fundamental completo;MINAS GERAIS;Deputado Federal;MG;SUDESTE;1;1,0;0,0;0,0;1,0;2023-05-14 11:01:32
2018;Amarela;65 a 69 anos;Masculino;Ensino Médio completo;MINAS GERAIS;Deputado Estadual;MG;SUDESTE;1;1,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;Amarela;65 a 69 anos;Masculino;Superior completo;PARANÁ;Deputado Estadual;PR;SUL;1;1,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;Amarela;65 a 69 anos;Masculino;Superior completo;PARANÁ;Deputado Federal;PR;SUL;1;2,0;1,0;0,0;1,0;2023-05-14 11:01:32
2018;Amarela;65 a 69 anos;Masculino;Superior completo;SÃO PAULO;Deputado Estadual;SP;SUDESTE;1;1,0;1,0;0,0;0,0;2023-05-14 11:01:32
2018;Amarela;65 a 69 anos;Masculino;Superior completo;SÃO PAULO;Deputado Federal;SP;SUDESTE;1;1,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;Amarela;70 a 74 anos;Masculino;Superior incompleto;PARANÁ;Deputado Federal;PR;SUL;1;1,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;Amarela;75 a 79 anos;Feminino;Superior completo;PARAÍBA;Deputado Federal;PB;NORDESTE;1;1,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;Amarela;75 a 79 anos;Masculino;Superior completo;SÃO PAULO;Deputado Federal;SP;SUDESTE;1;1,0;0,0;0,0;1,0;2023-05-14 11:01:32
2018;Branca;100 anos ou mais;Masculino;Superior completo;PARÁ;Deputado Estadual;PA;NORTE;1;1,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;Branca;18 anos;Feminino;Ensino Médio incompleto;RIO DE JANEIRO;Deputado Estadual;RJ;SUDESTE;1;1,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;Branca;19 anos;Feminino;Ensino Médio completo;GOIÁS;Deputado Federal;GO;CENTRO-OESTE;1;1,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;Branca;19 anos;Feminino;Ensino Médio completo;PARÁ;Deputado Estadual;PA;NORTE;1;1,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;Branca;19 anos;Feminino;Lê e escreve;RORAIMA;Deputado Estadual;RR;NORTE;1;1,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;Branca;19 anos;Masculino;Superior completo;PARANÁ;Deputado Estadual;PR;SUL;1;1,0;0,0;0,0;1,0;2023-05-14 11:01:32
2018;Branca;20 anos;Feminino;Ensino Médio completo;GOIÁS;Deputado Estadual;GO;CENTRO-OESTE;1;1,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;Branca;20 anos;Feminino;Ensino Médio completo;RORAIMA;Deputado Estadual;RR;NORTE;1;1,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;Branca;20 anos;Feminino;Superior completo;SÃO PAULO;Deputado Estadual;SP;SUDESTE;1;1,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;Branca;20 anos;Feminino;Superior incompleto;GOIÁS;Deputado Estadual;GO;CENTRO-OESTE;1;1,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;Branca;21 a 24 anos;Feminino;Ensino Fundamental completo;MATO GROSSO DO SUL;Deputado Estadual;MS;CENTRO-OESTE;1;1,0;0,0;0,0;1,0;2023-05-14 11:01:32
2018;Branca;21 a 24 anos;Feminino;Ensino Fundamental completo;PIAUÍ;Deputado Estadual;PI;NORDESTE;1;1,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;Branca;21 a 24 anos;Feminino;Ensino Fundamental completo;RONDÔNIA;Deputado Estadual;RO;NORTE;1;1,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;Branca;21 a 24 anos;Feminino;Ensino Fundamental completo;SANTA CATARINA;Deputado Estadual;SC;SUL;1;1,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;Branca;21 a 24 anos;Feminino;Ensino Fundamental incompleto;SÃO PAULO;Deputado Estadual;SP;SUDESTE;1;1,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;Branca;21 a 24 anos;Feminino;Ensino Médio completo;ACRE;Deputado Estadual;AC;NORTE;1;1,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;Branca;21 a 24 anos;Feminino;Ensino Médio completo;ACRE;Deputado Federal;AC;NORTE;1;1,0;0,0;0,0;1,0;2023-05-14 11:01:32
2018;Branca;21 a 24 anos;Feminino;Ensino Médio completo;ALAGOAS;Deputado Estadual;AL;NORDESTE;1;2,0;1,0;0,0;0,0;2023-05-14 11:01:32
2018;Branca;21 a 24 anos;Feminino;Ensino Médio completo;AMAZONAS;Deputado Estadual;AM;NORTE;1;1,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;Branca;21 a 24 anos;Feminino;Ensino Médio completo;BAHIA;Deputado Estadual;BA;NORDESTE;1;1,0;0,0;0,0;1,0;2023-05-14 11:01:32
2018;Branca;21 a 24 anos;Feminino;Ensino Médio completo;BAHIA;Deputado Federal;BA;NORDESTE;1;1,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;Branca;21 a 24 anos;Feminino;Ensino Médio completo;DISTRITO FEDERAL;Deputado Distrital;DF;CENTRO-OESTE;1;1,0;0,0;0,0;1,0;2023-05-14 11:01:32
2018;Branca;21 a 24 anos;Feminino;Ensino Médio completo;ESPÍRITO SANTO;Deputado Federal;ES;SUDESTE;1;1,0;0,0;0,0;1,0;2023-05-14 11:01:32
2018;Branca;21 a 24 anos;Feminino;Ensino Médio completo;GOIÁS;Deputado Estadual;GO;CENTRO-OESTE;1;3,0;0,0;0,0;1,0;2023-05-14 11:01:32
2018;Branca;21 a 24 anos;Feminino;Ensino Médio completo;MARANHÃO;Deputado Estadual;MA;NORDESTE;1;2,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;Branca;21 a 24 anos;Feminino;Ensino Médio completo;MARANHÃO;Deputado Federal;MA;NORDESTE;1;1,0;0,0;0,0;0,0;2023-05-14 11:01:32
