Ano de eleição;Cor/raça;Faixa etária;Gênero;Grau de instrução;Município;Cargo;UF;Região;Turno;Quantidade de candidatos;Quantidade de candidatos eleitos;Quantidade de candidatos para o 2º turno;Quantidade de candidatos não eleitos;Data de carga
2018;Parda;35 a 39 anos;Feminino;Superior completo;MINAS GERAIS;Deputado Federal;MG;SUDESTE;1;4,0;1,0;0,0;0,0;2023-05-14 11:01:32
2018;Parda;35 a 39 anos;Feminino;Superior completo;PARANÁ;Deputado Estadual;PR;SUL;1;1,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;Parda;35 a 39 anos;Feminino;Superior completo;PARANÁ;Senador;PR;SUL;1;2,0;0,0;0,0;1,0;2023-05-14 11:01:32
2018;Parda;35 a 39 anos;Feminino;Superior completo;PARÁ;Deputado Estadual;PA;NORTE;1;4,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;Parda;35 a 39 anos;Feminino;Superior completo;PARÁ;Deputado Federal;PA;NORTE;1;2,0;0,0;0,0;1,0;2023-05-14 11:01:32
2018;Parda;35 a 39 anos;Feminino;Superior completo;PERNAMBUCO;Deputado Estadual;PE;NORDESTE;1;5,0;0,0;0,0;3,0;2023-05-14 11:01:32
2018;Parda;35 a 39 anos;Feminino;Superior completo;PERNAMBUCO;Deputado Federal;PE;NORDESTE;1;3,0;0,0;0,0;1,0;2023-05-14 11:01:32
2018;Parda;35 a 39 anos;Feminino;Superior completo;PIAUÍ;1º Suplente;PI;NORDESTE;1;1,0;0,0;0,0;1,0;2023-05-14 11:01:32
2018;Parda;35 a 39 anos;Feminino;Superior completo;PIAUÍ;Deputado Estadual;PI;NORDESTE;1;2,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;Parda;35 a 39 anos;Feminino;Superior completo;RIO DE JANEIRO;Deputado Estadual;RJ;SUDESTE;1;8,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;Parda;35 a 39 anos;Feminino;Superior completo;RIO DE JANEIRO;Deputado Federal;RJ;SUDESTE;1;3,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;Parda;35 a 39 anos;Feminino;Superior completo;RIO GRANDE DO NORTE;Deputado Estadual;RN;NORDESTE;1;2,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;Parda;35 a 39 anos;Feminino;Superior completo;RIO GRANDE DO NORTE;Deputado Federal;RN;NORDESTE;1;1,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;Parda;35 a 39 anos;Feminino;Superior completo;RIO GRANDE DO SUL;Deputado Estadual;RS;SUL;1;1,0;0,0;0,0;1,0;2023-05-14 11:01:32
2018;Parda;35 a 39 anos;Feminino;Superior completo;RIO GRANDE DO SUL;Deputado Federal;RS;SUL;1;1,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;Parda;35 a 39 anos;Feminino;Superior completo;RONDÔNIA;2º Suplente;RO;NORTE;1;1,0;0,0;0,0;1,0;2023-05-14 11:01:32
2018;Parda;35 a 39 anos;Feminino;Superior completo;RONDÔNIA;Deputado Estadual;RO;NORTE;1;2,0;0,0;0,0;1,0;2023-05-14 11:01:32
2018;Parda;35 a 39 anos;Feminino;Superior completo;RONDÔNIA;Deputado Federal;RO;NORTE;1;1,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;Parda;35 a 39 anos;Feminino;Superior completo;RORAIMA;Deputado Estadual;RR;NORTE;1;7,0;0,0;0,0;2,0;2023-05-14 11:01:32
2018;Parda;35 a 39 anos;Feminino;Superior completo;RORAIMA;Deputado Federal;RR;NORTE;1;1,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;Parda;35 a 39 anos;Feminino;Superior completo;RORAIMA;Vice-governador;RR;NORTE;1;1,0;0,0;0,0;1,0;2023-05-14 11:01:32
2018;Parda;35 a 39 anos;Feminino;Superior completo;SANTA CATARINA;Deputado Estadual;SC;SUL;1;1,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;Parda;35 a 39 anos;Feminino;Superior completo;SERGIPE;Deputado Estadual;SE;NORDESTE;1;3,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;Parda;35 a 39 anos;Feminino;Superior completo;SÃO PAULO;Deputado Estadual;SP;SUDESTE;1;7,0;0,0;0,0;2,0;2023-05-14 11:01:32
2018;Parda;35 a 39 anos;Feminino;Superior completo;SÃO PAULO;Deputado Federal;SP;SUDESTE;1;5,0;0,0;0,0;2,0;2023-05-14 11:01:32
2018;Parda;35 a 39 anos;Feminino;Superior completo;TOCANTINS;1º Suplente;TO;NORTE;1;1,0;0,0;0,0;1,0;2023-05-14 11:01:32
2018;Parda;35 a 39 anos;Feminino;Superior completo;TOCANTINS;Deputado Estadual;TO;NORTE;1;1,0;1,0;0,0;0,0;2023-05-14 11:01:32
2018;Parda;35 a 39 anos;Feminino;Superior completo;TOCANTINS;Deputado Federal;TO;NORTE;1;1,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;Parda;35 a 39 anos;Feminino;Superior incompleto;ACRE;Deputado Estadual;AC;NORTE;1;1,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;Parda;35 a 39 anos;Feminino;Superior incompleto;ALAGOAS;Deputado Estadual;AL;NORDESTE;1;1,0;1,0;0,0;0,0;2023-05-14 11:01:32
2018;Parda;35 a 39 anos;Feminino;Superior incompleto;AMAPÁ;Deputado Estadual;AP;NORTE;1;2,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;Parda;35 a 39 anos;Feminino;Superior incompleto;AMAPÁ;Deputado Federal;AP;NORTE;1;1,0;0,0;0,0;1,0;2023-05-14 11:01:32
2018;Parda;35 a 39 anos;Feminino;Superior incompleto;BAHIA;Deputado Federal;BA;NORDESTE;1;1,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;Parda;35 a 39 anos;Feminino;Superior incompleto;CEARÁ;Deputado Federal;CE;NORDESTE;1;1,0;0,0;0,0;1,0;2023-05-14 11:01:32
2018;Parda;35 a 39 anos;Feminino;Superior incompleto;DISTRITO FEDERAL;Deputado Distrital;DF;CENTRO-OESTE;1;6,0;1,0;0,0;3,0;2023-05-14 11:01:32
2018;Parda;35 a 39 anos;Feminino;Superior incompleto;MARANHÃO;Deputado Estadual;MA;NORDESTE;1;2,0;0,0;0,0;1,0;2023-05-14 11:01:32
2018;Parda;35 a 39 anos;Feminino;Superior incompleto;MATO GROSSO;Deputado Estadual;MT;CENTRO-OESTE;1;2,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;Parda;35 a 39 anos;Feminino;Superior incompleto;MINAS GERAIS;Deputado Estadual;MG;SUDESTE;1;2,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;Parda;35 a 39 anos;Feminino;Superior incompleto;MINAS GERAIS;Deputado Federal;MG;SUDESTE;1;2,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;Parda;35 a 39 anos;Feminino;Superior incompleto;PARÁ;Deputado Estadual;PA;NORTE;1;2,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;Parda;35 a 39 anos;Feminino;Superior incompleto;PARÁ;Deputado Federal;PA;NORTE;1;1,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;Parda;35 a 39 anos;Feminino;Superior incompleto;PERNAMBUCO;Deputado Federal;PE;NORDESTE;1;3,0;0,0;0,0;2,0;2023-05-14 11:01:32
2018;Parda;35 a 39 anos;Feminino;Superior incompleto;PIAUÍ;Deputado Federal;PI;NORDESTE;1;1,0;0,0;0,0;1,0;2023-05-14 11:01:32
2018;Parda;35 a 39 anos;Feminino;Superior incompleto;RIO DE JANEIRO;Deputado Estadual;RJ;SUDESTE;1;3,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;Parda;35 a 39 anos;Feminino;Superior incompleto;RIO DE JANEIRO;Deputado Federal;RJ;SUDESTE;1;3,0;0,0;0,0;1,0;2023-05-14 11:01:32
2018;Parda;35 a 39 anos;Feminino;Superior incompleto;RIO GRANDE DO NORTE;Deputado Estadual;RN;NORDESTE;1;1,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;Parda;35 a 39 anos;Feminino;Superior incompleto;RIO GRANDE DO NORTE;Deputado Federal;RN;NORDESTE;1;1,0;0,0;0,0;1,0;2023-05-14 11:01:32
2018;Parda;35 a 39 anos;Feminino;Superior incompleto;RIO GRANDE DO SUL;Deputado Estadual;RS;SUL;1;1,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;Parda;35 a 39 anos;Feminino;Superior incompleto;RONDÔNIA;Deputado Estadual;RO;NORTE;1;2,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;Parda;35 a 39 anos;Feminino;Superior incompleto;SERGIPE;Deputado Estadual;SE;NORDESTE;1;2,0;0,0;0,0;1,0;2023-05-14 11:01:32
2018;Parda;35 a 39 anos;Feminino;Superior incompleto;SÃO PAULO;Deputado Estadual;SP;SUDESTE;1;2,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;Parda;35 a 39 anos;Feminino;Superior incompleto;SÃO PAULO;Deputado Federal;SP;SUDESTE;1;1,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;Parda;35 a 39 anos;Masculino;Ensino Fundamental completo;ACRE;Deputado Estadual;AC;NORTE;1;6,0;0,0;0,0;2,0;2023-05-14 11:01:32
2018;Parda;35 a 39 anos;Masculino;Ensino Fundamental completo;ALAGOAS;Deputado Estadual;AL;NORDESTE;1;1,0;0,0;0,0;1,0;2023-05-14 11:01:32
2018;Parda;35 a 39 anos;Masculino;Ensino Fundamental completo;AMAZONAS;Deputado Estadual;AM;NORTE;1;2,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;Parda;35 a 39 anos;Masculino;Ensino Fundamental completo;BAHIA;Deputado Estadual;BA;NORDESTE;1;1,0;1,0;0,0;0,0;2023-05-14 11:01:32
2018;Parda;35 a 39 anos;Masculino;Ensino Fundamental completo;CEARÁ;Deputado Estadual;CE;NORDESTE;1;2,0;0,0;0,0;1,0;2023-05-14 11:01:32
2018;Parda;35 a 39 anos;Masculino;Ensino Fundamental completo;DISTRITO FEDERAL;Deputado Distrital;DF;CENTRO-OESTE;1;1,0;0,0;0,0;1,0;2023-05-14 11:01:32
2018;Parda;35 a 39 anos;Masculino;Ensino Fundamental completo;ESPÍRITO SANTO;Deputado Estadual;ES;SUDESTE;1;1,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;Parda;35 a 39 anos;Masculino;Ensino Fundamental completo;GOIÁS;Deputado Estadual;GO;CENTRO-OESTE;1;1,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;Parda;35 a 39 anos;Masculino;Ensino Fundamental completo;GOIÁS;Deputado Federal;GO;CENTRO-OESTE;1;1,0;0,0;0,0;1,0;2023-05-14 11:01:32
2018;Parda;35 a 39 anos;Masculino;Ensino Fundamental completo;MARANHÃO;1º Suplente;MA;NORDESTE;1;1,0;0,0;0,0;1,0;2023-05-14 11:01:32
2018;Parda;35 a 39 anos;Masculino;Ensino Fundamental completo;MARANHÃO;Deputado Federal;MA;NORDESTE;1;1,0;0,0;0,0;1,0;2023-05-14 11:01:32
2018;Parda;35 a 39 anos;Masculino;Ensino Fundamental completo;MATO GROSSO DO SUL;Deputado Federal;MS;CENTRO-OESTE;1;1,0;0,0;0,0;1,0;2023-05-14 11:01:32
2018;Parda;35 a 39 anos;Masculino;Ensino Fundamental completo;MINAS GERAIS;Deputado Estadual;MG;SUDESTE;1;1,0;0,0;0,0;1,0;2023-05-14 11:01:32
2018;Parda;35 a 39 anos;Masculino;Ensino Fundamental completo;PARAÍBA;Deputado Estadual;PB;NORDESTE;1;1,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;Parda;35 a 39 anos;Masculino;Ensino Fundamental completo;PARÁ;Deputado Estadual;PA;NORTE;1;6,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;Parda;35 a 39 anos;Masculino;Ensino Fundamental completo;PERNAMBUCO;Deputado Estadual;PE;NORDESTE;1;3,0;0,0;0,0;1,0;2023-05-14 11:01:32
2018;Parda;35 a 39 anos;Masculino;Ensino Fundamental completo;RIO DE JANEIRO;Deputado Estadual;RJ;SUDESTE;1;1,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;Parda;35 a 39 anos;Masculino;Ensino Fundamental completo;RIO DE JANEIRO;Deputado Federal;RJ;SUDESTE;1;2,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;Parda;35 a 39 anos;Masculino;Ensino Fundamental completo;RIO GRANDE DO NORTE;Deputado Estadual;RN;NORDESTE;1;1,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;Parda;35 a 39 anos;Masculino;Ensino Fundamental completo;RORAIMA;2º Suplente;RR;NORTE;1;1,0;0,0;0,0;1,0;2023-05-14 11:01:32
2018;Parda;35 a 39 anos;Masculino;Ensino Fundamental completo;RORAIMA;Deputado Estadual;RR;NORTE;1;2,0;0,0;0,0;1,0;2023-05-14 11:01:32
2018;Parda;35 a 39 anos;Masculino;Ensino Fundamental completo;SERGIPE;Deputado Estadual;SE;NORDESTE;1;3,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;Parda;35 a 39 anos;Masculino;Ensino Fundamental completo;SÃO PAULO;Deputado Federal;SP;SUDESTE;1;1,0;0,0;0,0;1,0;2023-05-14 11:01:32
2018;Parda;35 a 39 anos;Masculino;Ensino Fundamental incompleto;ACRE;Deputado Estadual;AC;NORTE;1;3,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;Parda;35 a 39 anos;Masculino;Ensino Fundamental incompleto;ALAGOAS;Deputado Estadual;AL;NORDESTE;1;1,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;Parda;35 a 39 anos;Masculino;Ensino Fundamental incompleto;AMAZONAS;Deputado Estadual;AM;NORTE;1;3,0;0,0;0,0;1,0;2023-05-14 11:01:32
2018;Parda;35 a 39 anos;Masculino;Ensino Fundamental incompleto;BAHIA;Deputado Estadual;BA;NORDESTE;1;1,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;Parda;35 a 39 anos;Masculino;Ensino Fundamental incompleto;DISTRITO FEDERAL;Deputado Distrital;DF;CENTRO-OESTE;1;1,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;Parda;35 a 39 anos;Masculino;Ensino Fundamental incompleto;MATO GROSSO;Deputado Estadual;MT;CENTRO-OESTE;1;1,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;Parda;35 a 39 anos;Masculino;Ensino Fundamental incompleto;MATO GROSSO;Deputado Federal;MT;CENTRO-OESTE;1;1,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;Parda;35 a 39 anos;Masculino;Ensino Fundamental incompleto;MATO GROSSO DO SUL;Deputado Federal;MS;CENTRO-OESTE;1;1,0;0,0;0,0;1,0;2023-05-14 11:01:32
2018;Parda;35 a 39 anos;Masculino;Ensino Fundamental incompleto;MINAS GERAIS;Deputado Estadual;MG;SUDESTE;1;2,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;Parda;35 a 39 anos;Masculino;Ensino Fundamental incompleto;PARANÁ;Deputado Estadual;PR;SUL;1;1,0;0,0;0,0;1,0;2023-05-14 11:01:32
2018;Parda;35 a 39 anos;Masculino;Ensino Fundamental incompleto;PARAÍBA;Deputado Estadual;PB;NORDESTE;1;2,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;Parda;35 a 39 anos;Masculino;Ensino Fundamental incompleto;PARAÍBA;Deputado Federal;PB;NORDESTE;1;1,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;Parda;35 a 39 anos;Masculino;Ensino Fundamental incompleto;PARÁ;Deputado Estadual;PA;NORTE;1;1,0;0,0;0,0;1,0;2023-05-14 11:01:32
2018;Parda;35 a 39 anos;Masculino;Ensino Fundamental incompleto;PERNAMBUCO;Deputado Estadual;PE;NORDESTE;1;1,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;Parda;35 a 39 anos;Masculino;Ensino Fundamental incompleto;RIO DE JANEIRO;Deputado Estadual;RJ;SUDESTE;1;1,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;Parda;35 a 39 anos;Masculino;Ensino Fundamental incompleto;RIO DE JANEIRO;Deputado Federal;RJ;SUDESTE;1;2,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;Parda;35 a 39 anos;Masculino;Ensino Fundamental incompleto;RIO GRANDE DO SUL;Deputado Estadual;RS;SUL;1;1,0;0,0;0,0;1,0;2023-05-14 11:01:32
2018;Parda;35 a 39 anos;Masculino;Ensino Fundamental incompleto;SERGIPE;Deputado Federal;SE;NORDESTE;1;1,0;0,0;0,0;1,0;2023-05-14 11:01:32
2018;Parda;35 a 39 anos;Masculino;Ensino Fundamental incompleto;SÃO PAULO;Deputado Estadual;SP;SUDESTE;1;2,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;Parda;35 a 39 anos;Masculino;Ensino Médio completo;ACRE;Deputado Estadual;AC;NORTE;1;17,0;0,0;0,0;4,0;2023-05-14 11:01:32
2018;Parda;35 a 39 anos;Masculino;Ensino Médio completo;ACRE;Deputado Federal;AC;NORTE;1;1,0;0,0;0,0;1,0;2023-05-14 11:01:32
2018;Parda;35 a 39 anos;Masculino;Ensino Médio completo;ALAGOAS;Deputado Estadual;AL;NORDESTE;1;9,0;0,0;0,0;1,0;2023-05-14 11:01:32
2018;Parda;35 a 39 anos;Masculino;Ensino Médio completo;ALAGOAS;Deputado Federal;AL;NORDESTE;1;1,0;0,0;0,0;1,0;2023-05-14 11:01:32
2018;Parda;35 a 39 anos;Masculino;Ensino Médio completo;AMAPÁ;Deputado Estadual;AP;NORTE;1;21,0;0,0;0,0;1,0;2023-05-14 11:01:32
2018;Parda;35 a 39 anos;Masculino;Ensino Médio completo;AMAZONAS;1º Suplente;AM;NORTE;1;1,0;0,0;0,0;1,0;2023-05-14 11:01:32
2018;Parda;35 a 39 anos;Masculino;Ensino Médio completo;AMAZONAS;Deputado Estadual;AM;NORTE;1;16,0;0,0;0,0;5,0;2023-05-14 11:01:32
2018;Parda;35 a 39 anos;Masculino;Ensino Médio completo;AMAZONAS;Deputado Federal;AM;NORTE;1;1,0;0,0;0,0;1,0;2023-05-14 11:01:32
2018;Parda;35 a 39 anos;Masculino;Ensino Médio completo;BAHIA;Deputado Estadual;BA;NORDESTE;1;9,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;Parda;35 a 39 anos;Masculino;Ensino Médio completo;BAHIA;Deputado Federal;BA;NORDESTE;1;7,0;0,0;0,0;5,0;2023-05-14 11:01:32
2018;Parda;35 a 39 anos;Masculino;Ensino Médio completo;CEARÁ;Deputado Estadual;CE;NORDESTE;1;14,0;1,0;0,0;3,0;2023-05-14 11:01:32
2018;Parda;35 a 39 anos;Masculino;Ensino Médio completo;CEARÁ;Deputado Federal;CE;NORDESTE;1;3,0;0,0;0,0;2,0;2023-05-14 11:01:32
2018;Parda;35 a 39 anos;Masculino;Ensino Médio completo;DISTRITO FEDERAL;Deputado Distrital;DF;CENTRO-OESTE;1;11,0;0,0;0,0;2,0;2023-05-14 11:01:32
2018;Parda;35 a 39 anos;Masculino;Ensino Médio completo;DISTRITO FEDERAL;Deputado Federal;DF;CENTRO-OESTE;1;2,0;0,0;0,0;2,0;2023-05-14 11:01:32
2018;Parda;35 a 39 anos;Masculino;Ensino Médio completo;ESPÍRITO SANTO;Deputado Estadual;ES;SUDESTE;1;12,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;Parda;35 a 39 anos;Masculino;Ensino Médio completo;ESPÍRITO SANTO;Deputado Federal;ES;SUDESTE;1;1,0;0,0;0,0;1,0;2023-05-14 11:01:32
2018;Parda;35 a 39 anos;Masculino;Ensino Médio completo;GOIÁS;Deputado Estadual;GO;CENTRO-OESTE;1;10,0;0,0;0,0;1,0;2023-05-14 11:01:32
2018;Parda;35 a 39 anos;Masculino;Ensino Médio completo;GOIÁS;Deputado Federal;GO;CENTRO-OESTE;1;3,0;0,0;0,0;1,0;2023-05-14 11:01:32
2018;Parda;35 a 39 anos;Masculino;Ensino Médio completo;MARANHÃO;Deputado Estadual;MA;NORDESTE;1;11,0;0,0;0,0;1,0;2023-05-14 11:01:32
2018;Parda;35 a 39 anos;Masculino;Ensino Médio completo;MARANHÃO;Deputado Federal;MA;NORDESTE;1;3,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;Parda;35 a 39 anos;Masculino;Ensino Médio completo;MATO GROSSO;Deputado Estadual;MT;CENTRO-OESTE;1;5,0;0,0;0,0;2,0;2023-05-14 11:01:32
2018;Parda;35 a 39 anos;Masculino;Ensino Médio completo;MATO GROSSO;Deputado Federal;MT;CENTRO-OESTE;1;1,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;Parda;35 a 39 anos;Masculino;Ensino Médio completo;MATO GROSSO DO SUL;Deputado Estadual;MS;CENTRO-OESTE;1;2,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;Parda;35 a 39 anos;Masculino;Ensino Médio completo;MINAS GERAIS;Deputado Estadual;MG;SUDESTE;1;16,0;0,0;0,0;2,0;2023-05-14 11:01:32
2018;Parda;35 a 39 anos;Masculino;Ensino Médio completo;MINAS GERAIS;Deputado Federal;MG;SUDESTE;1;4,0;0,0;0,0;1,0;2023-05-14 11:01:32
2018;Parda;35 a 39 anos;Masculino;Ensino Médio completo;PARANÁ;Deputado Estadual;PR;SUL;1;1,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;Parda;35 a 39 anos;Masculino;Ensino Médio completo;PARANÁ;Deputado Federal;PR;SUL;1;1,0;0,0;0,0;1,0;2023-05-14 11:01:32
2018;Parda;35 a 39 anos;Masculino;Ensino Médio completo;PARAÍBA;Deputado Estadual;PB;NORDESTE;1;8,0;0,0;0,0;1,0;2023-05-14 11:01:32
2018;Parda;35 a 39 anos;Masculino;Ensino Médio completo;PARÁ;Deputado Estadual;PA;NORTE;1;22,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;Parda;35 a 39 anos;Masculino;Ensino Médio completo;PARÁ;Deputado Federal;PA;NORTE;1;2,0;1,0;0,0;1,0;2023-05-14 11:01:32
2018;Parda;35 a 39 anos;Masculino;Ensino Médio completo;PERNAMBUCO;Deputado Estadual;PE;NORDESTE;1;13,0;0,0;0,0;5,0;2023-05-14 11:01:32
2018;Parda;35 a 39 anos;Masculino;Ensino Médio completo;PERNAMBUCO;Deputado Federal;PE;NORDESTE;1;5,0;0,0;0,0;3,0;2023-05-14 11:01:32
2018;Parda;35 a 39 anos;Masculino;Ensino Médio completo;PIAUÍ;1º Suplente;PI;NORDESTE;1;1,0;0,0;0,0;1,0;2023-05-14 11:01:32
2018;Parda;35 a 39 anos;Masculino;Ensino Médio completo;PIAUÍ;2º Suplente;PI;NORDESTE;1;1,0;0,0;0,0;1,0;2023-05-14 11:01:32
2018;Parda;35 a 39 anos;Masculino;Ensino Médio completo;PIAUÍ;Deputado Estadual;PI;NORDESTE;1;4,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;Parda;35 a 39 anos;Masculino;Ensino Médio completo;PIAUÍ;Deputado Federal;PI;NORDESTE;1;1,0;0,0;0,0;1,0;2023-05-14 11:01:32
2018;Parda;35 a 39 anos;Masculino;Ensino Médio completo;RIO DE JANEIRO;Deputado Estadual;RJ;SUDESTE;1;29,0;2,0;0,0;3,0;2023-05-14 11:01:32
2018;Parda;35 a 39 anos;Masculino;Ensino Médio completo;RIO DE JANEIRO;Deputado Federal;RJ;SUDESTE;1;13,0;0,0;0,0;4,0;2023-05-14 11:01:32
2018;Parda;35 a 39 anos;Masculino;Ensino Médio completo;RIO GRANDE DO NORTE;1º Suplente;RN;NORDESTE;1;1,0;0,0;0,0;1,0;2023-05-14 11:01:32
2018;Parda;35 a 39 anos;Masculino;Ensino Médio completo;RIO GRANDE DO NORTE;Deputado Estadual;RN;NORDESTE;1;3,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;Parda;35 a 39 anos;Masculino;Ensino Médio completo;RIO GRANDE DO SUL;Deputado Estadual;RS;SUL;1;1,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;Parda;35 a 39 anos;Masculino;Ensino Médio completo;RONDÔNIA;Deputado Estadual;RO;NORTE;1;7,0;1,0;0,0;0,0;2023-05-14 11:01:32
2018;Parda;35 a 39 anos;Masculino;Ensino Médio completo;RONDÔNIA;Deputado Federal;RO;NORTE;1;1,0;0,0;0,0;1,0;2023-05-14 11:01:32
2018;Parda;35 a 39 anos;Masculino;Ensino Médio completo;RORAIMA;Deputado Estadual;RR;NORTE;1;21,0;0,0;0,0;7,0;2023-05-14 11:01:32
2018;Parda;35 a 39 anos;Masculino;Ensino Médio completo;RORAIMA;Deputado Federal;RR;NORTE;1;3,0;0,0;0,0;1,0;2023-05-14 11:01:32
2018;Parda;35 a 39 anos;Masculino;Ensino Médio completo;SANTA CATARINA;Deputado Estadual;SC;SUL;1;1,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;Parda;35 a 39 anos;Masculino;Ensino Médio completo;SANTA CATARINA;Deputado Federal;SC;SUL;1;1,0;0,0;0,0;1,0;2023-05-14 11:01:32
2018;Parda;35 a 39 anos;Masculino;Ensino Médio completo;SERGIPE;Deputado Estadual;SE;NORDESTE;1;7,0;1,0;0,0;2,0;2023-05-14 11:01:32
2018;Parda;35 a 39 anos;Masculino;Ensino Médio completo;SERGIPE;Deputado Federal;SE;NORDESTE;1;2,0;0,0;0,0;2,0;2023-05-14 11:01:32
2018;Parda;35 a 39 anos;Masculino;Ensino Médio completo;SERGIPE;Vice-governador;SE;NORDESTE;1;1,0;0,0;0,0;1,0;2023-05-14 11:01:32
2018;Parda;35 a 39 anos;Masculino;Ensino Médio completo;SÃO PAULO;Deputado Estadual;SP;SUDESTE;1;6,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;Parda;35 a 39 anos;Masculino;Ensino Médio completo;SÃO PAULO;Deputado Federal;SP;SUDESTE;1;9,0;0,0;0,0;5,0;2023-05-14 11:01:32
2018;Parda;35 a 39 anos;Masculino;Ensino Médio completo;TOCANTINS;Deputado Estadual;TO;NORTE;1;2,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;Parda;35 a 39 anos;Masculino;Ensino Médio incompleto;AMAPÁ;Deputado Federal;AP;NORTE;1;1,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;Parda;35 a 39 anos;Masculino;Ensino Médio incompleto;BAHIA;Deputado Estadual;BA;NORDESTE;1;1,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;Parda;35 a 39 anos;Masculino;Ensino Médio incompleto;BAHIA;Deputado Federal;BA;NORDESTE;1;1,0;0,0;0,0;1,0;2023-05-14 11:01:32
2018;Parda;35 a 39 anos;Masculino;Ensino Médio incompleto;CEARÁ;Deputado Estadual;CE;NORDESTE;1;1,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;Parda;35 a 39 anos;Masculino;Ensino Médio incompleto;DISTRITO FEDERAL;Deputado Distrital;DF;CENTRO-OESTE;1;2,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;Parda;35 a 39 anos;Masculino;Ensino Médio incompleto;GOIÁS;Deputado Estadual;GO;CENTRO-OESTE;1;2,0;0,0;0,0;1,0;2023-05-14 11:01:32
2018;Parda;35 a 39 anos;Masculino;Ensino Médio incompleto;GOIÁS;Deputado Federal;GO;CENTRO-OESTE;1;1,0;0,0;0,0;1,0;2023-05-14 11:01:32
2018;Parda;35 a 39 anos;Masculino;Ensino Médio incompleto;MARANHÃO;Deputado Estadual;MA;NORDESTE;1;1,0;0,0;0,0;1,0;2023-05-14 11:01:32
